"Location_ID","Location_Name","Location_Setting","Location_Description","Ecology_Facility_Site_ID","Is_Location_a_Well","Address","City","State","Zip_Code","County","Watershed_WRIA","Ecology_Region","US_Congressional_District","State_Legislative_District","NHD_Reach_Code","NHD_Reach_Measure","NHD_Edit_Date","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Horizontal_Coordinates_Represent","Horizontal_Coordinate_Accuracy","Horizontal_Coordinate_Collection_Method","Paper_Map_Scale","Township_Number","Township_Direction","Range_Number","Range_Direction","Section_Number","Quarter_Section_Township_Range","Quarter_Quarter_Section_Township_Range","Elevation_of","Elevation","Elevation_Units","Elevation_Datum","Elevation_Accuracy","Elevation_Collecton_Method","Sediment_Elevation_Reference","Location_Suspect_or_Rejected_Flag","Location_Suspect_Code","Location_Suspect_Description","Location_ID_Alias","Associated_Study_ID","Record_Created_On"
"FWM_MISKI1","MISSION LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Kitsap","Kitsap","Northwest Regional Office",6,35,"17110018000766",,8/24/2008 8:15:22 AM,47.53308243,-122.8265688,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",24,"N",1,"W",32,"NE","","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:16 AM
"FWM_MORKI1","MORTON LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","King","Duwamish-Green","Northwest Regional Office",8,47,"17110013000401",,9/11/2009 12:27:22 AM,47.32349937,-122.0840944,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",21,"N",6,"E",7,"NE","SE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:17 AM
"FWM_MORYA1","MORGAN LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Yakima","Lower Yakima","Central Regional Office",4,15,"17030003003827",,3/29/2007 11:53:15 PM,46.24313562,-120.012896,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",9,"N",22,"E",25,"NW","NE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:17 AM
"FWM_MOSGR1","MOSES LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Grant","Lower Crab","Eastern Regional Office",4,13,"17020015006686",,6/17/2008 5:55:24 PM,47.13680012,-119.3421517,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",19,"N",28,"E",17,"SW","NW","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:18 AM
"FWM_MOUSA1","MOUNTAIN LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","San Juan","San Juan","Northwest Regional Office",2,40,"17110003000297",,3/24/2006 12:45:48 PM,48.66012662,-122.8162581,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",37,"N",1,"W",28,"SE","SE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:18 AM
"FWM_MUDYA1","MUD LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Yakima","Naches","Central Regional Office",4,14,"17030002001417",,2/9/2006 12:49:53 PM,46.77220226,-120.8348634,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",15,"N",16,"E",21,"SE","NW","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:19 AM
"FWM_MUNTH1","MUNN LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Thurston","Deschutes","Southwest Regional Office",10,35,"17110016000108",,1/3/2005 7:20:16 PM,46.98502759,-122.8793932,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",17,"N",2,"W",1,"SW","","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:19 AM
"FWM_MYRYA1","MYRON LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Yakima","Naches","Central Regional Office",4,15,"17030002001456",,3/4/2008 1:33:55 PM,46.62213373,-120.5560594,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",13,"N",18,"E",10,"SE","SE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:20 AM
"FWM_NAHMA1","NAHWATZEL LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Mason","Lower Chehalis","Southwest Regional Office",6,35,"17100104000582",,12/26/2007 1:40:44 PM,47.24239357,-123.3331946,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",20,"N",5,"W",5,"SE","SE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:20 AM
"FWM_NEIKI1","NEILSON (HOLM) LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","King","Duwamish-Green","Northwest Regional Office",8,31,"17110013000409",,5/2/2008 8:16:25 PM,47.30291055,-122.1267357,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",21,"N",5,"E",14,"SE","SE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:21 AM
"FWM_NEWSP1","NEWMAN LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Spokane","Middle Spokane","Eastern Regional Office",5,4,"17010305000428",,5/26/2008 8:18:07 AM,47.77719279,-117.1005406,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",26,"N",45,"E",3,"SW","NE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:21 AM
"FWM_NILPE1","NILE LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Pend Oreille","Pend Oreille","Eastern Regional Office",5,7,"17010216000980",,3/20/2008 10:24:30 AM,48.65692885,-117.4725912,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",37,"N",42,"E",35,"SW","SW","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:22 AM
"FWM_NINSN1","NINA LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Snohomish","Snohomish","Northwest Regional Office",2,38,"17110011001257",,11/3/2004 5:42:52 PM,48.09023513,-122.1755327,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",30,"N",5,"E",16,"NW","NE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:22 AM
"FWM_NINSP1","NINE MILE RESERVOIR","Lake, Pond, or Reservoir","Reservoir behind Nine Mile Dam. Littoral zone for plant data.  See 'sample collection method' and 'field collection comment' for additional details",,"N","","","WA","","Spokane","Lower Spokane","Eastern Regional Office",5,6,"17010307009606",,,47.756474,-117.533121,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",26,"N",42,"E",17,"NW","NE","",,"","","","","","","","","","FW_MACROPHYTE",5/19/2014 2:49:33 PM
"FWM_NONPE1","NO NAME LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Pend Oreille","Pend Oreille","Eastern Regional Office",5,7,"17010216001018",,9/2/2011 1:55:46 PM,48.29677266,-117.1362184,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",32,"N",45,"E",8,"NE","NE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:23 AM
"FWM_NORKI1","NORTH LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","King","Puyallup-White","Northwest Regional Office",9,30,"17110019001169",,5/10/2007 12:51:55 AM,47.30446507,-122.2903152,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",21,"N",4,"E",15,"SW","NW","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:23 AM
"FWM_NUMKI1","NUMBER TWELVE LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","King","Cedar-Sammamish","Northwest Regional Office",8,5,"17110012006079",,9/26/2012 12:00:00 AM,47.32525196,-121.9758868,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",21,"N",6,"E",12,"NE","SE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:24 AM
"FWM_NUNGR1","NUNNALLY LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Grant","Lower Crab","Eastern Regional Office",4,13,"17020015008248",,6/17/2008 5:55:26 PM,46.840116,-119.9031582,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",16,"N",23,"E",26,"SE","SW","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:24 AM
"FWM_OFFTH1","OFFUTT LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Thurston","Deschutes","Southwest Regional Office",10,20,"17110016000114",,7/13/2012 12:00:00 AM,46.91656904,-122.8285333,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",17,"N",1,"W",32,"NE","SE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:25 AM
"FWM_OHOPI1","OHOP LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Pierce","Nisqually","Southwest Regional Office",8,2,"17110015000509",,6/27/2008 12:43:53 PM,46.9052668,-122.2732318,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",16,"N",4,"E",2,"NW","NW","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:26 AM
"FWM_OLASK1","OLALLIE LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Skamania","Cowlitz","Southwest Regional Office",3,14,"17080004001221",,11/19/2004 5:11:30 PM,46.28894741,-121.6165437,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",9,"N",10,"E",6,"SW","SE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:26 AM
"FWM_OMAOK1","OMAK LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Okanogan","Okanogan","Central Regional Office",4,12,"17020006001252",,10/25/2010 8:27:47 AM,48.27713264,-119.3923808,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",32,"N",27,"E",14,"NE","","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:27 AM
"FWM_ONEPA1","O'NEIL LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Pacific","Willapa","Southwest Regional Office",3,19,"17100106015237",,1/26/2007 4:17:44 PM,46.28542211,-124.0583804,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",9,"N",11,"W",8,"NE","NE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:27 AM
"FWM_OSOOK1","OSOYOOS LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Okanogan","Okanogan","Central Regional Office",4,7,"17020006001115",,7/26/2012 12:00:00 AM,48.97751859,-119.4371395,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",40,"N",27,"E",9,"SE","","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:28 AM
"FWM_OTTKI1","OTTER (SPRING) LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","King","Cedar-Sammamish","Northwest Regional Office",8,11,"17110012000440",,6/5/2006 3:33:56 PM,47.43657643,-122.0879927,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",23,"N",6,"E",31,"SE","NW","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:28 AM
"FWM_OZECL1","OZETTE LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Clallam","Soleduck-Hoh","Southwest Regional Office",6,24,"17100101000947",,12/27/2007 3:36:01 AM,48.09474475,-124.6372175,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",30,"N",15,"W",21,"NW","NE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:29 AM
"FWM_PADWH1","PADDEN LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Whatcom","Nooksack","Northwest Regional Office",2,40,"17110004015205",,2/11/2011 2:09:26 PM,48.70290549,-122.4533641,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",37,"N",3,"E",8,"SE","SW","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:29 AM
"FWM_PALOK1","PALMER LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Okanogan","Okanogan","Central Regional Office",4,7,"17020007000649",,3/29/2006 4:23:33 PM,48.89903228,-119.6263287,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",39,"N",25,"E",12,"NE","NE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:30 AM
"FWM_PANKI1","PANTHER LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","King","Duwamish-Green","Northwest Regional Office",9,11,"17110013000386",,5/2/2008 8:16:29 PM,47.42133722,-122.1881385,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",22,"N",5,"E",5,"SE","NE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:30 AM
"FWM_PANKI2","PANTHER LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Kitsap","Kitsap","Northwest Regional Office",6,35,"17110018000771",,8/16/2004 11:17:04 AM,47.52269164,-122.851556,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",24,"N",1,"W",31,"SE","SW","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:31 AM
"FWM_PANSN1","PANTHER LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Snohomish","Snohomish","Northwest Regional Office",1,44,"17110011000466",,7/20/2012 12:00:00 AM,47.94862517,-122.0058492,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",28,"N",6,"E",2,"NW","NE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:31 AM
"FWM_PARGR1","PARK LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Grant","Grand Coulee","Eastern Regional Office",4,13,"17020014000553",,4/21/2006 3:53:06 PM,47.58800725,-119.4005345,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",24,"N",27,"E",11,"SW","","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:32 AM
"FWM_PARKI1","PARADISE LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","King","Cedar-Sammamish","Northwest Regional Office",1,45,"17110012000381",,6/5/2006 3:20:22 PM,47.77352902,-122.0683272,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",26,"N",6,"E",5,"NW","NE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:32 AM
"FWM_PASSK1","PASS LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Skagit","Lower Skagit-Samish","Northwest Regional Office",2,10,"17110019019082",,4/25/2008 4:51:07 PM,48.42034486,-122.6360584,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",34,"N",1,"E",24,"NW","SW","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:32 AM
"FWM_PATCO1","PATEROS LAKE","Lake, Pond, or Reservoir","Reservoir behind Wells Dam. Littoral zone for plant data.  See 'sample collection method' and 'field collection comment' for additional details",,"N","","","WA","","Okanogan","Okanogan","Central Regional Office",4,12,"17020005004860",,,48.088655,-119.796952,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",30,"N",24,"E",23,"NW","NW","",,"","","","","","","","","","FW_MACROPHYTE",5/19/2014 2:49:28 PM
"FWM_PATOK1","PATTERSON LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Okanogan","Methow","Central Regional Office",4,12,"17020008002244",,4/14/2008 10:15:39 AM,48.4570408,-120.2458809,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",34,"N",21,"E",8,"SW","SE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:33 AM
"FWM_PATTH2","PATTERSON LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","Wa","","Thurston","Deschutes","Southwest Regional Office",10,2,"17110019001258",,5/10/2007 12:53:50 AM,46.99527087,-122.7775103,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",17,"N",1,"W",41,"NE","NE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:33 AM
"FWM_PEAOK1","PEARRYGIN LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Okanogan","Methow","Central Regional Office",4,12,"17020008002240",,7/26/2012 12:00:00 AM,48.48614776,-120.1508635,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",35,"N",21,"E",36,"SE","","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:34 AM
"FWM_PERSA1","PERCICH POND","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","San Juan","San Juan","Northwest Regional Office",2,40,"17110003000338",,3/24/2006 12:55:02 PM,48.50713019,-123.1015168,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",35,"N",3,"W",29,"NW","NW","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:34 AM
"FWM_PHAKI1","PHANTOM LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","King","Cedar-Sammamish","Northwest Regional Office",9,48,"17110012000414",,6/5/2006 3:28:38 PM,47.59329887,-122.1246556,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",24,"N",5,"E",2,"SE","NE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:35 AM
"FWM_PHIMA1","PHILLIPS LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Mason","Kennedy-Goldsborough","Southwest Regional Office",6,35,"17110019001186",,5/10/2007 12:51:08 AM,47.25210089,-122.9600806,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",20,"N",2,"W",5,"NE","SW","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:35 AM
"FWM_PINKI1","PINE LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","King","Cedar-Sammamish","Northwest Regional Office",8,41,"17110012000418",,6/5/2006 3:36:59 PM,47.58744604,-122.0447641,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",24,"N",6,"E",9,"NE","NW","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:36 AM
"FWM_PIPKI1","PIPE LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","King","Duwamish-Green","Northwest Regional Office",8,5,"17110013000391",,5/2/2008 8:16:27 PM,47.36504334,-122.062045,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",22,"N",6,"E",29,"SE","NE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:36 AM
"FWM_PITDO1","PIT LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Douglas","Moses Coulee","Central Regional Office",4,12,"17020010001399",,8/30/2006 8:03:31 AM,47.37618679,-120.1404656,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",22,"N",21,"E",25,"NE","NW","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:37 AM
"FWM_PLECL1","PLEASANT LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Clallam","Soleduck-Hoh","Southwest Regional Office",6,24,"17100101000950",,12/27/2007 3:25:16 AM,48.06686548,-124.3276517,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",30,"N",13,"W",26,"SE","SE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:37 AM
"FWM_PLULE1","PLUMMER LAKE","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Lewis","Upper Chehalis","Southwest Regional Office",3,20,"17100103000957",,11/20/2004 9:34:35 AM,46.71580924,-122.9738974,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",14,"N",2,"W",44,"NW","SW","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:38 AM
"FWM_PONYA1","POND 1","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Yakima","Lower Yakima","Central Regional Office",4,15,"17030003015834",,4/15/2011 2:38:40 PM,46.48299416,-120.4083789,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",12,"N",19,"E",35,"SW","NE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:38 AM
"FWM_PONYA2","POND 2","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Yakima","Lower Yakima","Central Regional Office",4,15,"17030003015835",,4/15/2011 2:38:40 PM,46.47939749,-120.4036644,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",12,"N",19,"E",35,"SE","SW","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:39 AM
"FWM_PONYA3","POND 3","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Yakima","Lower Yakima","Central Regional Office",4,15,"17030003015854",,4/15/2011 2:38:44 PM,46.46670794,-120.3828317,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",11,"N",19,"E",1,"SE","NW","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:40 AM
"FWM_PONYA4","POND 4","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Yakima","Lower Yakima","Central Regional Office",4,15,"17030003015848",,4/15/2011 2:38:46 PM,46.43731565,-120.3473686,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",11,"N",20,"E",17,"SW","NE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:40 AM
"FWM_PONYA5","POND 5","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Yakima","Lower Yakima","Central Regional Office",4,15,"17030003015847",,4/15/2011 2:38:46 PM,46.4330521,-120.3468215,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",11,"N",20,"E",17,"SW","SE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:41 AM
"FWM_POTGR1","POTHOLES RESERVOIR","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,"N","","","WA","","Grant","Lower Crab","Eastern Regional Office",4,13,"17020015007014",,6/17/2008 4:51:36 PM,47.01258163,-119.3436454,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",18,"N",28,"E",31,"NE","NE","",,"","","","","","","","","","FW_MACROPHYTE",3/11/2014 11:42:41 AM
"FWM_PRICO1","PRIEST RAPIDS LAKE","Lake, Pond, or Reservoir","Reservoir behind Priest Rapids Dam. Littoral zone for plant data.  See 'sample collection method' and 'field collection comment' for additional details",,"N","","","WA","","Kittitas","Alkali-Squilchuck","Central Regional Office",8,13,"17020016005239",,,46.766599,-119.954688,"Centroid of monitoring area","+/- 40 ft (12 m)","Computer map - GIS-based","",15,"N",23,"E",28,"NW","NE","",,"","","","","","","","","","FW_MACROPHYTE",5/19/2014 2:49:26 PM
